"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","7_otro_1"
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b06ee97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758fff8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7bb45d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7622483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f16f74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730747e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07ff49d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73c3f48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3218556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ad2fc5b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-4521.564691781998,"unknown",-4514.831472873688,-4508.262357711792,0.0,7.534245729446411,12.309800148010254,18.182754039764404,20.109156847000122,26.90354037284851,42.258681297302246,"unknown",49.400168895721436,"unknown",55.12225270271301,58.318639278411865,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.57516717910767,"","unknown",70.70436120033264,82.9887707233429,"unknown",89.84500527381897,"unknown",95.99466514587402,98.33677101135254,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",104.77802777290344,"unknown","unknown",111.79872369766235,""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-55.62157368659973,"unknown",-48.69898819923401,-42.89039492607117,0.0,5.9590911865234375,9.502210140228271,16.49575924873352,27.294792413711548,33.233925342559814,42.95516228675842,"unknown","unknown",50.419166803359985,57.25207471847534,61.122997760772705,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.07768177986145,"","unknown",73.80756640434265,1891.9701206684113,"unknown","unknown",1898.5213487148285,1905.2518966197968,1906.99276638031,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",1912.5949223041534,"unknown","unknown",1919.2711486816406,""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ee7f92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89d63ed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c0a644e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80f558b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ad2396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44167d5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-5296888.439119577,"unknown",-5296882.061671734,-5296875.3774290085,0.0,6.99857497215271,10.647043943405151,17.36291813850403,25.342186212539673,31.541284322738647,36.678982973098755,"unknown",42.73045539855957,"unknown",48.75806403160095,51.15676236152649,56.56308579444885,65.24916768074036,"unknown","unknown",71.91557955741882,78.40608882904053,80.61743998527527,"unknown","unknown","unknown","unknown","unknown",86.53408575057983,"unknown",91.85239815711975,105.15349984169006,"unknown","unknown",111.70450711250305,118.19275236129761,157.02686095237732,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",163.43526077270508,"unknown","unknown",169.9564447402954,""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-46.73429822921753,"unknown",-41.15847682952881,-35.24668002128601,0.0,6.207430362701416,10.141905784606934,16.153531551361084,21377.10938644409,21384.283081769943,21387.9124686718,"unknown","unknown",21394.525903463364,21401.031829357147,21403.296014547348,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",21410.14063000679,"","unknown",21416.697751522064,21419.71541619301,"unknown","unknown",21426.321093082428,21432.32698059082,21435.937314510345,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",21441.67624258995,"unknown","unknown",21448.702649831772,""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7636563",-27.300729751586914,"unknown",-20.851206064224243,-13.850916624069214,0.0,6.743587017059326,8.897205591201782,15.824865579605103,25.321941137313843,31.2471661567688,34.49863409996033,"unknown","unknown",39.9853081703186,45.83579635620117,47.94731831550598,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",55.224064111709595,"","unknown",61.59278631210327,63.434635400772095,"unknown","unknown",69.20600986480713,75.8542366027832,77.59953355789185,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",84.83322811126709,"unknown","unknown",90.16917037963867,""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-3109.89732336998,"unknown",-3103.1981875896454,-3096.3629026412964,0.0,6.285963773727417,8.2493314743042,15.46328353881836,24.004380226135254,29.283223867416382,32.635615825653076,"unknown","unknown",39.20831918716431,44.808940410614014,46.69267749786377,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.90405464172363,"","unknown",59.190921783447266,62.806496381759644,"unknown","unknown",69.52299046516418,75.3075749874115,77.28307437896729,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",83.85597443580627,"unknown","unknown",89.28365993499756,""
"c9285e4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd4b2f4",-10472.203845739365,"unknown",-10465.852643966675,-10458.97072148323,0.0,7.583598852157593,9.430004596710205,16.770416975021362,24.79888653755188,30.69832754135132,32.77577471733093,"unknown","unknown",39.15254092216492,44.84141159057617,46.80180811882019,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.133095264434814,"","unknown",58.82909440994263,60.38104772567749,"unknown","unknown",67.02517819404602,73.22637891769409,74.7436101436615,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",80.05026006698608,"unknown","unknown",85.4415295124054,""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32b1d7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79b129c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd6da1c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b9236",-235.22821640968323,"unknown",-229.73960494995117,-223.7303111553192,0.0,7.39573073387146,9.4132821559906,16.122602462768555,119.73948097229004,126.88299703598022,150.32452130317688,"unknown",157.39089226722717,"unknown",163.18779706954956,165.12978601455688,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",172.2968647480011,"","unknown",179.2966752052307,193.7499213218689,"unknown",199.87809443473816,"unknown",207.06160163879395,209.15793704986572,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",215.09614324569702,"unknown","unknown",222.20199179649353,""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"af72486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc4adfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7baeff7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-22567.024975538254,"unknown",-22560.47660255432,-22554.662281513214,0.0,6.088523864746094,7.720916986465454,13.463834285736084,14.988116264343262,21.12740659713745,27.857104778289795,"unknown","unknown",34.195138692855835,39.54753136634827,40.87211036682129,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",46.38334321975708,"","unknown",52.67247486114502,56.279346227645874,"unknown","unknown",61.98024582862854,68.72687840461731,69.89470791816711,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",77.03330492973328,"unknown","unknown",82.34548807144165,""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8c74aa5",-6968.444776773453,"unknown",-6961.3892385959625,-6955.393706560135,0.0,5.352805852890015,55.33547806739807,60.90846848487854,69.24777388572693,75.05513262748718,84.48589611053467,90.82075333595276,"unknown","unknown",96.13948440551758,120.92855834960938,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.14796805381775,"","unknown",135.1496798992157,142.09480166435242,148.3773651123047,"unknown","unknown",153.70381879806519,169.49717950820923,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",175.588721036911,"unknown","unknown",182.16660737991333,""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c7a7d85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-37.170297622680664,"unknown",-30.874969005584717,-25.48770761489868,0.0,7.263509035110474,9.02865219116211,14.550936698913574,22.609092950820923,28.473108530044556,40.449657917022705,"unknown","unknown",47.68091344833374,54.0763418674469,55.920674562454224,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.19964814186096,"","unknown",69.25438094139099,72.52389311790466,"unknown","unknown",79.46147131919861,85.36177611351013,87.76832842826843,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",93.16256332397461,"unknown","unknown",99.98131489753723,""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53deb5c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f84339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4c228f6",-26.507847547531128,"unknown",-19.55179476737976,-13.783876419067383,0.0,6.1177873611450195,2286.4968225955963,2292.616274833679,2382.371033668518,2388.3966720104218,2393.8768339157104,"unknown",2399.93150305748,"unknown",2406.1430361270905,2412.154152393341,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2417.79807305336,"","unknown",2423.9774804115295,2426.85245013237,2432.9384677410126,"unknown","unknown",2438.469877719879,2441.9745581150055,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",2448.296413898468,"unknown","unknown",2455.0288491249084,""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41f2447",-879.1835992336273,"unknown",-872.3279736042023,-865.9993793964386,0.0,6.70525860786438,8.420966148376465,14.019026517868042,21.928746223449707,27.1488356590271,244116.32449746132,"unknown","unknown",244121.98885917664,244127.7133114338,244131.13942599297,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",244137.55487442017,"","unknown",244144.48584842682,244195.091892004,"unknown","unknown",244202.47009515762,244209.3990998268,244241.10335350037,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",244248.00080895424,"unknown","unknown",244253.8255467415,""
"5bf619a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a123713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41011fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d8ecf99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
