"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","cont_2","2_1","2_2"
"99ee852",-328435.4168484211,"unknown",-328428.9527375698,-328423.39912366867,0.0,5.664201736450195,18.223140239715576,25.066004991531372,52.08392786979675,57.93507766723633,63.482887983322144,68.89737200737,"unknown",75.22362184524536,78.0746169090271,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",85.05959367752075,"unknown","unknown",92.00361633300781,"","",""
"ad2fc5b",-966.8077442646027,"unknown",-959.5409519672394,-953.7119417190552,0.0,6.664994716644287,12.03769302368164,20.421892166137695,34.27508568763733,39.80175018310547,45.34237003326416,51.05492377281189,"unknown",57.10708498954773,60.04118371009827,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.16623044013977,"unknown","unknown",72.21010971069336,"","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-1342841.732464075,"unknown",-1342834.649171114,-1342828.2449114323,0.0,5.786570072174072,9.441953420639038,16.318666219711304,33.22790312767029,38.6526083946228,43.449296951293945,50.25634026527405,"unknown",56.50167441368103,58.15277099609375,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",64.97337245941162,"unknown","unknown",71.91601991653442,"","",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-2066.2073698043823,"unknown",-2060.2185213565826,-2054.6445388793945,0.0,6.743269205093384,11.963817119598389,20.019817352294922,33.073601484298706,38.92206692695618,44.10807418823242,50.12181830406189,"unknown",55.57121229171753,58.185768604278564,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",63.756948471069336,"unknown","unknown",70.8063805103302,"","",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-3291.8986127376556,"unknown",-3285.2773501873016,-3278.4755005836487,0.0,5.297141075134277,10.91855788230896,19.24603009223938,39.91080069541931,46.647481203079224,54.77023124694824,61.59650111198425,"unknown",66.7875018119812,71.29800152778625,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",77.11178493499756,"unknown","unknown",83.89090299606323,"","",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-245807.39173841476,"unknown",-245802.11746692657,-245796.0374379158,0.0,5.701314210891724,8.55864405632019,16.884583234786987,28.448427200317383,35.2470486164093,39.133480072021484,45.940014600753784,"unknown",51.506208419799805,53.435742139816284,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",60.596816539764404,"unknown","unknown",66.06956791877747,"","",""
"2ee7f92",-2727.6070663928986,"unknown",-2720.5650730133057,-2713.4230177402496,0.0,6.494798183441162,8.291767120361328,16.401634693145752,19.592888593673706,25.931589365005493,30.20129132270813,37.39923357963562,"unknown",43.2867386341095,44.424198389053345,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",49.95441031455994,"unknown","unknown",55.259859800338745,"","",""
"89d63ed",-1847.169993877411,"unknown",-1840.461464881897,-1834.2322459220886,0.0,5.21351432800293,7.701119422912598,16.258105516433716,20.677666902542114,27.7954580783844,31.17368173599243,36.854371547698975,"unknown",42.200748682022095,44.530245780944824,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",51.46504187583923,"unknown","unknown",57.9604434967041,"","",""
"c0a644e",-753.5440380573273,"unknown",-746.2795262336731,-740.6644897460938,0.0,6.612699508666992,8829.972279548645,8837.630186080933,8896.840590238571,8903.157383918762,8907.150063753128,8912.920561552048,"unknown",8918.495606660843,8920.435748577118,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",8926.801843643188,"unknown","unknown",8933.11961889267,"","",""
"80f558b",-4444.016991853714,"unknown",-4438.397595882416,-4432.682880401611,0.0,6.447468280792236,12.668535470962524,19.524383783340454,33.94136309623718,39.78685164451599,43.98519253730774,50.92446708679199,"unknown",58.10818099975586,60.3777871131897,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.75391936302185,"unknown","unknown",73.25707983970642,"","",""
"87e4f18",-19740.138667583466,"unknown",-19733.593715190887,-19726.40690088272,0.0,5.735793113708496,7.949868202209473,15.898725748062134,28.354453325271606,34.30212354660034,41.62782263755798,47.62649703025818,"unknown",53.399598598480225,55.52795195579529,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",61.69172024726868,"unknown","unknown",68.61136651039124,"","",""
"0186834",-437391.77514123917,"unknown",-437385.119399786,-437379.30178642273,0.0,6.938425064086914,12.468054294586182,19.34356665611267,31.897815465927124,38.06155180931091,42.29758954048157,49.122867584228516,"unknown",54.866718769073486,56.78087759017944,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",62.12264394760132,"unknown","unknown",67.4961678981781,"","",""
"0355f6d",-163816.52167081833,"unknown",-163809.44282126427,-163803.94383883476,0.0,5.857686758041382,13.647556066513062,21.005797863006592,39.46910834312439,46.14824986457825,52.426841020584106,59.84948182106018,"unknown",66.32870936393738,68.62490391731262,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",75.2356185913086,"unknown","unknown",82.5806450843811,"","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-114.3430426120758,"unknown",-108.2698221206665,-101.19945931434631,0.0,6.291290760040283,7.940182685852051,15.732646226882935,29.056339502334595,34.644286155700684,44.1296968460083,50.581324338912964,"unknown",57.277230739593506,59.6874737739563,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.18791913986206,"unknown","unknown",72.16964602470398,"","",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-30.10353422164917,"unknown",-24.43195676803589,-17.386332988739014,0.0,6.377353191375732,12.310491800308228,19.19454598426819,35.98358201980591,42.0135760307312,48.650450468063354,55.54010891914368,"unknown",60.88493251800537,62.57402944564819,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.75491166114807,"unknown","unknown",74.30927419662476,"","",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-2435.555717229843,"unknown",-2428.9639916419983,-2422.3923001289368,0.0,5.571056842803955,12.329572200775146,20.654438018798828,42.418742418289185,48.756136417388916,54.649312019348145,61.63092565536499,"unknown",67.561696767807,69.76338648796082,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",75.43649816513062,"unknown","unknown",80.9251492023468,"","",""
"d33371d",-429503.6413733959,"unknown",-429498.26206612587,-429491.1705775261,0.0,6.728380441665649,9.924347162246704,18.450416326522827,41.22897911071777,48.479379653930664,72.63841032981873,79.50256156921387,"unknown",85.37369728088379,87.97197198867798,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",94.18327212333679,"unknown","unknown",100.47269892692566,"","",""
"5d45bd1",-11347.309664011002,"unknown",-11340.649534702301,-11334.144872903824,0.0,6.799906492233276,13.392295360565186,21.364156484603882,36.06506967544556,42.55850005149841,156.64467859268188,"unknown",163.28861093521118,168.54121780395508,170.09385657310486,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",175.717200756073,"unknown","unknown",182.26278066635132,"","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-101.30211901664734,"unknown",-94.9211015701294,-88.75939679145813,0.0,6.78740668296814,17.12401008605957,24.738293170928955,36.4139347076416,41.834824085235596,46.095916986465454,52.7037410736084,"unknown",57.98455452919006,60.4896023273468,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.38188099861145,"unknown","unknown",72.44006633758545,"","",""
"7636563",-19.155205965042114,"unknown",-12.11067247390747,-5.359557151794434,0.0,5.503199338912964,8.471456289291382,15.957980871200562,26.793558597564697,32.076961040496826,36.643784046173096,43.2486367225647,"unknown",49.94775414466858,51.43268847465515,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",57.854695320129395,"unknown","unknown",64.6480360031128,"","",""
"5d2b358",-2181.3473811149597,"unknown",-2174.7562143802643,-2167.5927124023438,0.0,5.694395542144775,39.08975386619568,46.288017988204956,55.64758563041687,61.27380990982056,65.321448802948,72.07984566688538,"unknown",77.6850152015686,79.33724117279053,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",84.57941889762878,"unknown","unknown",91.75452136993408,"","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20",-1405.9277880191803,"unknown",-1399.9208495616913,-1393.1094949245453,0.0,6.149061441421509,87019.84883475304,87026.81102466583,171272.81024956703,171278.3691818714,171285.18392181396,171291.93889427185,"unknown",171298.34851908684,171302.53343200684,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",171309.0535516739,"unknown","unknown",171314.34816479683,"","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-155.2018322944641,"unknown",-148.92828726768494,-143.4168484210968,0.0,6.547127962112427,42.12179088592529,50.184605836868286,57.536033630371094,64.40935921669006,74.92688965797424,80.22240543365479,"unknown",86.68545246124268,90.37782144546509,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",97.06411337852478,"unknown","unknown",103.45005917549133,"","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-8150.333075761795,"unknown",-8144.987555027008,-8138.208122968674,0.0,6.689652442932129,9.06005072593689,16.161038398742676,144.06977319717407,149.6966197490692,156.75882530212402,163.51552748680115,"unknown",169.45828866958618,171.5561878681183,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",178.48005390167236,"unknown","unknown",184.84559416770935,"","",""
"c9285e4",-7814.392323970795,"unknown",-7807.369400978088,-7800.9707498550415,0.0,7.213324546813965,9.049973964691162,16.956566095352173,25.462342262268066,31.446427583694458,37.542640686035156,44.3609094619751,"unknown",49.89025068283081,52.9870388507843,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",58.62605381011963,"unknown","unknown",65.0677707195282,"","",""
"bd4b2f4",-11244.308758497238,"unknown",-11238.855097770691,-11231.679051160812,0.0,5.46746039390564,7.936497449874878,16.372397661209106,29.663475036621094,35.41140604019165,39.495229959487915,80.01726651191711,"unknown",86.16212844848633,88.59525084495544,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",93.8547055721283,"unknown","unknown",99.90145564079285,"","",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-22259.194261312485,"unknown",-22253.590404748917,-22246.47663974762,0.0,7.077928066253662,10.457261323928833,19.055925130844116,31.521461486816406,37.399418354034424,41.842246770858765,48.15123176574707,"unknown",54.80232787132263,56.290595293045044,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",61.56708574295044,"unknown","unknown",67.73462629318237,"","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-77968.36602807045,"unknown",-77961.65615320206,-77955.2242641449,0.0,6.462181091308594,46.06941080093384,54.54548192024231,63.87493634223938,69.7001166343689,73.87231063842773,80.00082111358643,"unknown",86.381187915802,87.81448316574097,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",94.18535923957825,"unknown","unknown",100.37067937850952,"","",""
"1df700a",-7082.401813983917,"unknown",-7076.530523777008,-7070.728570461273,0.0,5.984148025512695,21.312580585479736,28.400984048843384,46.36394381523132,52.408076763153076,57.88775300979614,64.02921390533447,"unknown",70.42105793952942,73.55461549758911,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",79.01630401611328,"unknown","unknown",84.83380508422852,"","",""
"d3a396c",-958.1620938777924,"unknown",-952.7306694984436,-947.1718001365662,0.0,7.2677412033081055,9.322921991348267,16.326631546020508,24.78754949569702,31.417510747909546,37.174065351486206,42.61698603630066,"unknown",48.532968521118164,67.5466091632843,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",73.73831748962402,"unknown","unknown",79.78309059143066,"","",""
"79b129c",-30860.794895648956,"unknown",-30854.677494049072,-30848.922776937485,0.0,6.254104375839233,8.94374942779541,17.42046809196472,43.66891384124756,49.6735155582428,70.66908931732178,77.25134348869324,"unknown",84.00117039680481,85.77131605148315,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",91.56172442436218,"unknown","unknown",98.36135959625244,"","",""
"d85b5c4",-39186.95993757248,"unknown",-39178.91351938248,-39171.218366622925,0.0,5.384530782699585,6.729773759841919,15.307069778442383,39.6475465297699,45.95496201515198,50.184593200683594,55.90891242027283,"unknown",62.05314111709595,64.70672392845154,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",71.41642570495605,"unknown","unknown",76.95107197761536,"","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-125828.25639438629,"unknown",-125821.37045955658,-125815.87267613411,0.0,5.7512664794921875,8.53836989402771,15.308872938156128,29.423786163330078,35.08647179603577,39.323957204818726,45.86113357543945,"unknown",51.30267405509949,52.84239172935486,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",59.78569769859314,"unknown","unknown",66.02719283103943,"","",""
"f9b9236",-4401.559818267822,"unknown",-4395.516074419022,-4389.454005479813,0.0,5.710994243621826,8.554597854614258,15.195091009140015,30.655729293823242,36.77671980857849,66.94263958930969,73.1216549873352,"unknown",79.96518445014954,82.3109974861145,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",88.7103259563446,"unknown","unknown",94.86908388137817,"","",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-446.69828248023987,"unknown",-440.065393447876,-433.6696979999542,0.0,7.174576759338379,15.01926875114441,22.780882358551025,42.57779002189636,49.6873242855072,60.657461643218994,67.32965779304504,"unknown",73.79933071136475,76.57636523246765,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",81.9275255203247,"unknown","unknown",88.95669388771057,"","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-4355.8605008125305,"unknown",-4349.664916038513,-4342.771382570267,0.0,6.930790424346924,10.73244857788086,18.659342288970947,34.172083377838135,40.258082151412964,45.43215370178223,52.75233221054077,"unknown",58.89015436172485,60.08114671707153,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.93987154960632,"unknown","unknown",72.87615060806274,"","",""
"af72486",-12124.859876394272,"unknown",-12119.22944188118,-12112.257786512375,0.0,5.997117757797241,23.610416173934937,32.310387134552,47.68683218955994,54.34211301803589,59.97839570045471,66.62788343429565,"unknown",72.7106397151947,74.39640593528748,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",80.35212063789368,"unknown","unknown",87.41931700706482,"","",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68",-28691.89440560341,"unknown",-28686.49129843712,-28680.834859848022,0.0,5.9462809562683105,14.86308741569519,22.598297357559204,40.91412401199341,48.07886719703674,52.96158981323242,59.13452434539795,"unknown",64.44094634056091,67.08949971199036,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",73.13881230354309,"unknown","unknown",79.85790872573853,"","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-9534.737391233444,"unknown",-9527.944705724716,-9521.381067752838,0.0,7.211981296539307,9.582918405532837,17.119727849960327,63.442301750183105,68.8828399181366,77.02122974395752,83.38368964195251,"unknown",89.2677628993988,94.08620524406433,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",100.77128171920776,"unknown","unknown",107.7439796924591,"","",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-147176.44913983345,"unknown",-147170.4292562008,-147163.11965084076,0.0,5.5385942459106445,13.967137336730957,21.343817472457886,38.82080125808716,45.669092655181885,51.08413600921631,57.233327865600586,"unknown",63.8473174571991,66.85419940948486,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.9860246181488,"unknown","unknown",78.53739976882935,"","",""
"8c74aa5",-8610.247242450714,"unknown",-8603.666212558746,-8596.670616865158,0.0,7.199280500411987,13.101787328720093,21.26308274269104,38.56010055541992,45.66822934150696,50.43002891540527,57.0841851234436,"unknown",63.8547945022583,68.60505199432373,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",74.07622694969177,"unknown","unknown",79.69248938560486,"","",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763",-1915632.2478313446,"unknown",-1915625.9074862003,-1915620.0974521637,0.0,5.626516819000244,11.824528932571411,18.837700128555298,34.76347541809082,42.06125044822693,46.25184392929077,52.3953320980072,"unknown",58.69146466255188,60.43675899505615,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.3638482093811,"unknown","unknown",73.08654522895813,"","",""
"c7a7d85",-26.647873640060425,"unknown",-21.12629222869873,-13.839303016662598,0.0,6.175894260406494,7.756795883178711,17.444010496139526,28.927024602890015,36.123114824295044,37.03676724433899,44.04298996925354,"unknown",51.30974221229553,53.92324900627136,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",60.317867040634155,"unknown","unknown",67.52901649475098,"","",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-219197.00519680977,"unknown",-219191.64550113678,-219185.57568836212,0.0,5.396840572357178,8.995963096618652,17.873286962509155,33.26040530204773,39.437315702438354,44.536176443099976,49.91620635986328,"unknown",56.21721315383911,59.32768988609314,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",65.262136220932,"unknown","unknown",71.50389266014099,"","",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-13066.999035596848,"unknown",-13060.273158788681,-13054.825788259506,0.0,5.785315990447998,10.719188213348389,18.073902130126953,41.829588174819946,48.45542502403259,63.69413948059082,69.31883788108826,"unknown",74.66381502151489,76.98092436790466,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",83.05020761489868,"unknown","unknown",89.65989112854004,"","",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-16782.760573625565,"unknown",-16776.90686583519,-16770.058159589767,0.0,5.877581596374512,10.865148067474365,17.747846126556396,31.196574449539185,37.59254312515259,42.73801064491272,48.653642654418945,"unknown",55.18627190589905,58.1061909198761,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",63.44692945480347,"unknown","unknown",69.47808051109314,"","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-109052.56754946709,"unknown",-109046.80590081215,-109041.61776208878,0.0,6.034785985946655,7.434624910354614,15.955353260040283,27.705891847610474,33.34498953819275,57.19885587692261,63.884352684020996,"unknown",69.40641474723816,71.75910472869873,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",78.79912185668945,"unknown","unknown",85.96130204200745,"","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-8309615.16117239,"unknown",-8309608.386563778,-8309602.189632654,0.0,6.559687614440918,13.693595886230469,20.507359266281128,39.00179076194763,45.445852279663086,52.03606081008911,58.15069580078125,"unknown",63.73235487937927,66.79398822784424,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.89739465713501,"unknown","unknown",79.10254073143005,"",-26790.000925779343,""
"53deb5c",-389760.1602423191,"unknown",-389753.66293263435,-389746.6967141628,0.0,5.546805143356323,13.226437330245972,21.734110832214355,41.553988218307495,47.38301730155945,55.27473163604736,60.505491733551025,"unknown",66.27426981925964,69.0708212852478,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",76.30902409553528,"unknown","unknown",82.26427006721497,"","",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-16.24376654624939,"unknown",-9.303583860397339,-2.126215934753418,0.0,7.021815299987793,8.740982294082642,16.107394218444824,21.52118682861328,28.085812091827393,37.97438287734985,45.3808012008667,"unknown",52.013288497924805,54.1368613243103,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",61.55791711807251,"unknown","unknown",68.23788785934448,"","",""
"4c228f6",-6057.842716932297,"unknown",-5988.04914522171,-5919.410645246506,0.0,7.005415439605713,42.374887466430664,50.452715158462524,70.52649402618408,76.2931776046753,80.33883619308472,86.10207676887512,"unknown",92.9659526348114,106.162841796875,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",113.06196284294128,"unknown","unknown",120.36455702781677,"","",""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2",-25.95928120613098,"unknown",-19.786509037017822,-13.336777210235596,0.0,6.936033487319946,13.261441946029663,21.1778404712677,22.78479552268982,29.911678075790405,38.97233033180237,44.53279447555542,"unknown",50.44112277030945,52.28101849555969,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",58.649927377700806,"unknown","unknown",66.76259207725525,"","",""
"41f2447",-3833.7159411907196,"unknown",-3827.681423187256,-3822.1935954093933,0.0,7.045867204666138,17.62643575668335,25.001697063446045,40.152475357055664,46.64197850227356,51.8416645526886,57.46756982803345,"unknown",63.702030420303345,65.95985579490662,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.42832350730896,"unknown","unknown",77.86180591583252,"","",""
"5bf619a",-12602.015250444412,"unknown",-12595.680404901505,-12588.686007022858,0.0,6.262646913528442,11.860696792602539,20.673330783843994,39.18313264846802,45.44827580451965,51.28378224372864,57.173277139663696,"unknown",63.52347683906555,66.96666383743286,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.52398586273193,"unknown","unknown",78.13060450553894,"","",""
"a123713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
