"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","x_3","12A","12B","13_1","13_2","13_3","15","2_1","5_1"
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852",-175018.44509911537,"unknown",-175012.87205290794,-175006.39405417442,0.0,6.331305027008057,12.325420618057251,17.90524697303772,36.420132637023926,42.63810467720032,106.47650933265686,"unknown",113.78714895248413,120.63528156280518,125.90499877929688,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",132.23492050170898,"unknown","unknown",138.0827271938324,"",""
"ad2fc5b",-25.83558750152588,"unknown",-20.057463884353638,-13.299246549606323,0.0,7.212796449661255,14.041118860244751,21.122050762176514,69.81247758865356,76.68131351470947,151.966157913208,157.23673486709595,"unknown",163.27562642097473,165.57797646522522,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",171.93762230873108,"unknown","unknown",179.09133172035217,"",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-2875.7973375320435,"unknown",-2693.180186033249,-2511.8654556274414,0.0,5.6227686405181885,18.471840381622314,25.64541792869568,633.1504545211792,638.9320228099823,729.6939346790314,"unknown",735.201788187027,742.3298673629761,756.5556468963623,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",763.7872233390808,"unknown","unknown",769.4834988117218,"",""
"b75259d",-98578.28179860115,"unknown",-98571.63673305511,-98566.32993340492,0.0,7.178893804550171,14.016340017318726,20.74007558822632,58.763511180877686,65.52039885520935,92.9986960887909,98.98375868797302,"unknown",105.59396433830261,110.64343118667603,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",117.24954509735107,"unknown","unknown",123.63981986045837,"",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-4360.4396686553955,"unknown",-4355.1364204883575,-4349.262155532837,0.0,6.512133359909058,9.860389947891235,15.323878049850464,46.012869358062744,52.87244415283203,61.58599352836609,"unknown",68.46609044075012,75.6737847328186,79.82346320152283,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",86.06794857978821,"unknown","unknown",91.99634385108948,"",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-1149.008829832077,"unknown",-1143.5643763542175,-1135.4698481559753,0.0,5.830301761627197,12.566692590713501,19.128657341003418,60.56325340270996,67.72472095489502,79.58640646934509,"unknown",85.26121377944946,92.3565125465393,94.4500002861023,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",101.05517411231995,"unknown","unknown",106.74661445617676,"",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-150839.00613188744,"unknown",-150833.1119275093,-150826.90215706825,0.0,5.712127923965454,8.706690073013306,14.471161842346191,43.06511116027832,50.22640562057495,82.20522022247314,"unknown",87.94737124443054,94.59702014923096,96.17282748222351,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.19161915779114,"unknown","unknown",108.68566465377808,"",""
"2ee7f92",-15.561489582061768,"unknown",-8.489169836044312,-1.9256303310394287,0.0,6.016187429428101,7184.8356676101685,7191.935487747192,7193.974167585373,7201.181846618652,7222.377190351486,"unknown",7229.8140325546265,7235.415912628174,7239.274098873138,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",7244.9922387599945,"unknown","unknown",7251.449830532074,"",""
"89d63ed",-47.563374042510986,"unknown",-40.400397062301636,-33.31851530075073,0.0,7.162214994430542,58.67156744003296,64.71886587142944,96.03874588012695,102.5316309928894,112.17138838768005,118.47779726982117,"unknown",124.87137484550476,150.07313132286072,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",155.45835828781128,"unknown","unknown",161.9829704761505,"",""
"c0a644e",-411610.5675878525,"unknown",-411605.11532354355,-411597.9480371475,0.0,5.57117772102356,10.010412454605103,15.711235284805298,29.389440298080444,36.143564224243164,50.93564200401306,"unknown",57.829155683517456,63.310856342315674,66.28900241851807,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",72.16810441017151,"unknown","unknown",78.31631422042847,"",""
"80f558b",-72.66302371025085,"unknown",-65.61409902572632,-59.84154510498047,0.0,6.677491903305054,12.338290214538574,19.459689378738403,58.76230788230896,64.49643397331238,83.65523362159729,"unknown",90.0193190574646,97.13882637023926,99.6399736404419,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",104.94058585166931,"unknown","unknown",110.59269666671753,"",""
"87e4f18",-10730.286674976349,"unknown",-10724.59790468216,-10718.900972127914,0.0,6.290112733840942,31.776127338409424,38.88879656791687,56.563392162323,62.900980710983276,79.52847957611084,86.80057263374329,"unknown",93.86243963241577,96.4009108543396,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.22976803779602,"unknown","unknown",108.85329365730286,"",""
"0186834",-41726.216784477234,"unknown",-41720.26643323898,-41713.59920287132,0.0,6.756371736526489,8.877359390258789,14.830005884170532,37.73259234428406,43.13563394546509,94.34607028961182,100.18686199188232,"unknown",107.26775312423706,108.79475259780884,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",114.48993563652039,"unknown","unknown",120.1545159816742,"",""
"0355f6d",-172263.1845319271,"unknown",-172257.20662283897,-172250.81646299362,0.0,6.899187326431274,13.474281311035156,20.324578046798706,46.623626708984375,53.691834688186646,85.40207314491272,91.59343194961548,"unknown",97.85248160362244,100.12645959854126,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",105.82016611099243,"unknown","unknown",111.68254375457764,"",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-1256.4660325050354,"unknown",-1250.0330572128296,-1243.7005076408386,0.0,6.572192192077637,8.280831098556519,14.764535427093506,78.39384460449219,84.41844367980957,109.16795134544373,"unknown",115.25047373771667,121.01170563697815,123.73791885375977,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",129.2851312160492,"unknown","unknown",136.14419198036194,"",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-3149.813157081604,"unknown",-3144.2288353443146,-3137.542806148529,0.0,5.212170362472534,433.6325490474701,440.4473280906677,463.027694940567,469.72126388549805,16791.995575666428,16797.941457509995,"unknown",16804.76961874962,16806.699241399765,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",16813.787763834,"unknown","unknown",16820.850816726685,"",""
"5c97513",-2804.6882507801056,"unknown",-2798.1248898506165,-2792.2074534893036,0.0,5.36965537071228,13.435305118560791,19.836658477783203,41.533844232559204,47.19294881820679,75.75447249412537,81.42453932762146,"unknown",87.96972942352295,91.3059868812561,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",98.4212155342102,"unknown","unknown",104.8678035736084,"",""
"acc6118",-27682.25648522377,"unknown",-27676.41396522522,-27669.096790075302,0.0,6.69116997718811,14.117486476898193,20.006198406219482,48.91959190368652,56.09749674797058,75.38860869407654,82.04780054092407,"unknown",88.67973136901855,90.48603343963623,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",97.22552514076233,"unknown","unknown",103.98192071914673,"",""
"d33371d",-722132.7664248943,"unknown",-722125.6557996273,-722119.443097353,0.0,5.669707298278809,10.90933632850647,17.162261247634888,88.30912661552429,95.33652091026306,146.28483605384827,"unknown",151.8854284286499,157.85877895355225,166.63295125961304,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",173.0279245376587,"unknown","unknown",179.35409593582153,"",""
"5d45bd1",-5230.752005577087,"unknown",-5223.586724758148,-5217.112778425217,0.0,6.789791822433472,2598.291499853134,2604.34281373024,2628.645882129669,2635.739886522293,2681.655326604843,2687.446723461151,"unknown",2693.9114785194397,2707.1738665103912,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",2712.9235458374023,"unknown","unknown",2718.5332086086273,"",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-385.1586232185364,"unknown",-378.77678084373474,-372.9303467273712,0.0,6.375829219818115,9.316375732421875,15.942337989807129,38.33247184753418,44.40357208251953,65.08767533302307,71.6707592010498,"unknown",77.96164965629578,80.1375777721405,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",86.40445852279663,"unknown","unknown",92.51675796508789,"",""
"7636563",-719.0033175945282,"unknown",-713.1904938220978,-706.1276431083679,0.0,6.810724496841431,10.833374261856079,17.017424821853638,32.26756930351257,37.60181999206543,59.77351260185242,"unknown",65.20376420021057,72.26811623573303,73.90786981582642,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",79.73340225219727,"unknown","unknown",85.20347332954407,"",""
"5d2b358",-3741437.2086980343,"unknown",-3741431.7317500114,-3741424.606925726,0.0,6.03539514541626,10.18384599685669,15.740164995193481,33.069541215896606,39.27987241744995,62.22976279258728,"unknown",68.73085045814514,74.20830965042114,76.04793310165405,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",84.02866125106812,"unknown","unknown",91.02326512336731,-1227481.253591299,""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20",-1612.4121508598328,"unknown",-1605.1818153858185,-1599.4147663116455,0.0,5.82852029800415,86.64103531837463,93.4432168006897,102.97044563293457,108.31490755081177,562.0826184749603,569.1173474788666,"unknown",575.0202622413635,583.925190448761,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",589.9764883518219,"unknown","unknown",595.9609200954437,"",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-12297.99549460411,"unknown",-12292.104714632034,-12285.686980009079,0.0,5.810475826263428,7.274218559265137,14.016966581344604,16.332951068878174,21.85713243484497,48.711204051971436,"unknown",54.06028199195862,60.5306875705719,62.410313844680786,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",69.03127145767212,"unknown","unknown",74.46887421607971,"",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-3172.77481174469,"unknown",-3167.240415096283,-3161.9387900829315,0.0,6.822182655334473,12.535455465316772,19.297212600708008,41.329344749450684,47.92553758621216,60.316077709198,"unknown",66.10405778884888,73.14904856681824,75.50422143936157,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",82.37332677841187,"unknown","unknown",89.00776648521423,"",""
"c9285e4",-4438.7321434021,"unknown",-4432.510249853134,-4426.370521783829,0.0,7.031994104385376,50.75782489776611,56.98875045776367,83.82031178474426,90.99156904220581,114.1191680431366,"unknown",120.46349620819092,126.82436871528625,132.06363558769226,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",137.87472248077393,"unknown","unknown",144.9286186695099,"",""
"bd4b2f4",-38425.59262752533,"unknown",-38418.505246162415,-38413.10698080063,0.0,6.892452239990234,12.248603582382202,19.022077798843384,1105.008430480957,1112.121003627777,1125.3744492530823,"unknown",1132.455988407135,1138.808616399765,1142.1989951133728,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1147.8059122562408,"unknown","unknown",1154.7722795009613,"",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-1123.4759199619293,"unknown",-1117.6978843212128,-1111.396790266037,0.0,6.118293762207031,11.818509101867676,18.431021213531494,34.96241736412048,41.73056960105896,52.86691498756409,"unknown",58.33291959762573,65.64813756942749,67.33842301368713,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.03314995765686,"unknown","unknown",79.56630444526672,"",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-768.2061388492584,"unknown",-762.0253927707672,-755.2709054946899,0.0,6.517245531082153,11.602718353271484,18.554576873779297,38.95794200897217,45.780362606048584,64.993399143219,"unknown",71.45003271102905,77.45043158531189,79.55457425117493,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",85.85628819465637,"unknown","unknown",92.77427506446838,"",""
"1df700a",-44083.81107568741,"unknown",-44076.940391778946,-44069.75590133667,0.0,6.81752610206604,25.55964970588684,32.151349782943726,93.38309788703918,99.18105697631836,131.03670358657837,"unknown",136.44911932945251,142.72381258010864,147.00415515899658,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",153.93311429023743,"unknown","unknown",160.00332474708557,"",""
"d3a396c",-2864.0878369808197,"unknown",-2856.925615310669,-2849.8566403388977,0.0,7.349745273590088,408.70892786979675,415.089474439621,1260.4915425777435,1267.2775347232819,4625.397681951523,"unknown",4631.570760726929,4638.238182067871,4640.958074331284,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",4648.09200668335,"unknown","unknown",4654.668972253799,"",""
"79b129c",-1137.9172348976135,"unknown",-1132.3577435016632,-1126.0543172359467,0.0,6.310949087142944,10.218840837478638,16.11436891555786,57.80223202705383,64.36243844032288,83.38840246200562,"unknown",90.00162529945374,96.17419576644897,97.92961192131042,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.72522449493408,"unknown","unknown",110.55073642730713,"",""
"d85b5c4",-3987.835917711258,"unknown",-3982.4802796840668,-3976.848136663437,0.0,6.886718511581421,13.036640405654907,19.273170709609985,32.237250328063965,37.738133668899536,57.72592544555664,"unknown",63.07091522216797,70.11202883720398,71.783522605896,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",78.1527533531189,"unknown","unknown",83.30103826522827,"",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-1663.5520033836365,"unknown",-1656.944590806961,-1650.9488389492035,0.0,6.499171495437622,10.03955602645874,16.231853485107422,50.577550172805786,57.726919651031494,63.67260479927063,"unknown",69.12985610961914,75.28130316734314,82.6677086353302,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",89.21384072303772,"unknown","unknown",94.77524328231812,"",""
"f9b9236",-1299.203442811966,"unknown",-1292.8734924793243,-1286.9035868644714,0.0,6.645244359970093,9.84581446647644,16.65194272994995,33.022194623947144,39.80576825141907,77.87187767028809,"unknown",84.32621645927429,90.52202844619751,100.55919432640076,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",107.38955855369568,"unknown","unknown",114.45255279541016,"",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-18516.72001028061,"unknown",-18510.28650021553,-18503.685090780258,0.0,6.001450300216675,13.353040933609009,19.76421856880188,39.93965744972229,45.37923717498779,76.49281334877014,"unknown",82.38047099113464,88.36183977127075,90.30337500572205,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",96.154550075531,"unknown","unknown",101.83168816566467,"",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-23076.092364549637,"unknown",-23065.593732357025,-23059.08056163788,0.0,7.210666179656982,11.754889726638794,18.08856725692749,19.65688967704773,26.246768951416016,79.81963324546814,87.2378523349762,"unknown",92.38110494613647,93.67409086227417,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",99.13620257377625,"unknown","unknown",106.31143951416016,"",""
"af72486",-24527.703670740128,"unknown",-24522.250670671463,-24516.38807439804,0.0,5.325730562210083,13.374607563018799,19.81798219680786,39.42270803451538,45.39317202568054,56.513307332992554,"unknown",62.13057851791382,67.85983276367188,69.31116533279419,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.9825427532196,"unknown","unknown",80.74574112892151,"",""
"e2517d9",-3160.136217355728,"unknown",-3153.0897631645203,-3146.599410533905,0.0,6.993447542190552,17.36422348022461,23.2923481464386,65.62270498275757,72.42711067199707,101.53843975067139,"unknown",108.72958707809448,115.65962862968445,119.01965832710266,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",124.41543483734131,"unknown","unknown",129.74833607673645,"",""
"1e88a68",-46181.83637523651,"unknown",-46175.43130469322,-46170.09614992142,0.0,5.365355730056763,13.43793797492981,19.976062536239624,47.950809717178345,53.84163761138916,92.79523301124573,"unknown",99.27747106552124,105.40226888656616,108.30507898330688,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",113.59503936767578,"unknown","unknown",119.69578099250793,"",""
"9d97673",-4968888.112502098,"unknown",-4968881.946679115,-4968874.98304677,0.0,5.769160985946655,16.90826654434204,23.545416593551636,39.96138095855713,46.196982860565186,54.614988565444946,"unknown",61.09623718261719,66.48001027107239,68.4352502822876,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.90317583084106,"unknown","unknown",80.21922421455383,-119404.95445919037,""
"aa07d95",-6417.612964630127,"unknown",-6411.948304653168,-6406.176519870758,0.0,7.075056076049805,8.93696665763855,15.188182830810547,19.23520040512085,26.25005602836609,75.72323274612427,"unknown",81.24639248847961,87.12879776954651,89.39099550247192,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",96.47221112251282,"unknown","unknown",102.77156591415405,"",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-63416.3705060482,"unknown",-63409.695623874664,-63404.37749862671,0.0,5.741044759750366,28.55679202079773,35.19308137893677,63.75107550621033,70.10475540161133,85.38042974472046,"unknown",91.39631986618042,98.34782767295837,100.09502148628235,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",106.70177793502808,"unknown","unknown",112.84014654159546,"",""
"8c74aa5",-1088.069637298584,"unknown",-1082.0596816539764,-1076.6967391967773,0.0,6.767277240753174,9.431577444076538,14.996122121810913,29.892160177230835,36.725619316101074,54.81331133842468,62.13776922225952,"unknown",67.9444031715393,69.26820254325867,74.62107443809509,82.58657884597778,"unknown",88.72518920898438,94.94278860092163,96.79650378227234,"unknown","","unknown","unknown","unknown",103.22458457946777,"unknown",110.01129055023193,"",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7",-31346.293889522552,"unknown",-31339.007027626038,-31332.912945747375,0.0,6.667640447616577,12.86958909034729,18.492563247680664,31.733839511871338,37.51618313789368,55.857008934020996,"unknown",61.86476421356201,67.85370969772339,69.84292721748352,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",76.2057363986969,"unknown","unknown",81.84826231002808,"",""
"7e62763",-525267.2641918659,"unknown",-525261.0691514015,-525253.855833292,0.0,6.2989232540130615,10.671439409255981,15.951724529266357,44.22706723213196,50.69933271408081,80.09508657455444,"unknown",86.67141652107239,92.26862168312073,784743.1462302208,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",784749.7078633308,"unknown","unknown",784756.3184037209,"",""
"c7a7d85",-60477.43338108063,"unknown",-60471.06065917015,-60465.325822114944,0.0,7.2700395584106445,8.706566572189331,13.922674655914307,41.319756269454956,48.143834590911865,74.18863582611084,"unknown",81.50198197364807,87.64728236198425,103.88456320762634,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",109.57297992706299,"unknown","unknown",116.19875407218933,"",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-8823.998096704483,"unknown",-8816.7467918396,-8811.3160302639,0.0,6.643671274185181,11.317271709442139,17.292611598968506,54.45179724693298,61.0993709564209,289.75966024398804,295.94738507270813,"unknown",301.81384348869324,304.78722524642944,311.8460063934326,324.7467122077942,"unknown",331.8488230705261,338.80260610580444,340.9373950958252,"unknown","","unknown","unknown","unknown",347.96329617500305,"unknown",353.48735785484314,"",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-80178.16237592697,"unknown",-80171.92123746872,-80165.13927960396,0.0,6.711058855056763,11.363036632537842,16.777332544326782,49.30267906188965,54.99018049240112,74.27429676055908,"unknown",80.52472996711731,86.01001763343811,88.02469205856323,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",94.97201180458069,"unknown","unknown",101.41762614250183,"",""
"4eff6be",-842832.8701989651,"unknown",-842825.9966070652,-842819.2659099102,0.0,6.542283296585083,12.106566667556763,18.717129707336426,38.95793175697327,45.04950308799744,66.80111837387085,"unknown",72.50378608703613,78.80691504478455,80.48123621940613,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",86.7368540763855,"unknown","unknown",93.39455103874207,"",""
"e1b193b",-201.04345965385437,"unknown",-194.1766152381897,-187.69264483451843,0.0,6.4185791015625,9.913043975830078,15.58473253250122,2847346.3611068726,2847351.9989774227,2847369.48635149,"unknown",2847375.3884038925,2847382.48576355,2847384.9634575844,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",2847391.4601709843,"unknown","unknown",2847397.731331587,"",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-51325.37089419365,"unknown",-51318.160078048706,-51311.17029953003,0.0,5.975016832351685,21.76430606842041,28.50882387161255,30.003136157989502,35.66277575492859,101.08089065551758,"unknown",107.5138943195343,113.78927659988403,115.42039346694946,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",121.4531843662262,"unknown","unknown",127.999272108078,"",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-23208.00375366211,"unknown",-23202.625746011734,-23196.10161447525,0.0,6.9329986572265625,14.655903100967407,21.45495057106018,45.793039083480835,52.19576382637024,173.70306825637817,180.860746383667,"unknown",187.13003516197205,194.9102921485901,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",201.1557023525238,"unknown","unknown",207.07769966125488,"",""
"53deb5c",-397867.35946035385,"unknown",-397861.180454731,-397854.6684474945,0.0,6.009094476699829,9.87690019607544,16.304129600524902,52.99248933792114,59.05778884887695,83.77046799659729,"unknown",90.71225762367249,97.06991672515869,99.59772515296936,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",106.76480054855347,"unknown","unknown",113.00273489952087,"",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909",-1815.0561838150024,"unknown",-1744.9032716751099,-1677.6716783046722,0.0,5.83110499382019,47.33849358558655,54.15512180328369,56.639562129974365,62.72996997833252,5422644.05462575,"unknown",5422651.104672432,5422656.428160191,5422660.366887808,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",5422666.363186121,"unknown","unknown",5422679.108135223,"",5412929.961701632
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-5443.263426780701,"unknown",-5437.311175823212,-5430.5363709926605,0.0,7.720355272293091,16.05146551132202,23.10425305366516,26.799805164337158,34.149211168289185,81.15333867073059,"unknown",88.02463841438293,93.89524483680725,95.64654088020325,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.20455431938171,"unknown","unknown",109.33301711082458,"",""
"4c228f6",-238.01519465446472,"unknown",-231.0208239555359,-223.96252536773682,0.0,6.776567459106445,43.95019268989563,50.17895770072937,72.48151516914368,79.38734769821167,94.45676398277283,"unknown",100.55039572715759,107.04418754577637,110.4827606678009,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",115.99940872192383,"unknown","unknown",122.93687057495117,"",""
"747ce5f",-9175374.65247202,"unknown",-9175366.46709752,-9175360.631433964,0.0,7.1893229484558105,11.754406213760376,18.91271162033081,41.193047761917114,48.40371751785278,60.71463465690613,"unknown",66.1745011806488,72.62201166152954,75.69733238220215,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",82.51311802864075,"unknown","unknown",88.18505692481995,-35000.60942316055,""
"6ab42f2",-178.4979956150055,"unknown",-122.07576179504395,-66.39833474159241,0.0,10.382771492004395,11.781854629516602,18.170934677124023,20.470137119293213,27.499425411224365,44.356149435043335,"unknown",51.094558238983154,57.1596622467041,59.80371713638306,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",67.70490217208862,"unknown","unknown",75.43793630599976,"",""
"41f2447",-1497.2767634391785,"unknown",-1490.1135535240173,-1483.6218612194061,0.0,6.970136404037476,8.923905611038208,15.955420732498169,45.99656009674072,52.46177053451538,75.26589107513428,82.36175847053528,"unknown",88.19756388664246,89.61888027191162,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",95.79380655288696,"unknown","unknown",101.66436243057251,"",""
"5bf619a",-44657.541630744934,"unknown",-44651.40726065636,-44645.96358251572,0.0,5.525575160980225,14.59090542793274,21.644299030303955,83.38103342056274,88.9524757862091,115.87861323356628,121.95946764945984,"unknown",128.74546217918396,130.97184658050537,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",137.85342001914978,"unknown","unknown",144.2370491027832,"",""
"a123713",-75648.05149269104,"unknown",-75641.33982539177,-75634.53216481209,0.0,5.49244236946106,15.170834064483643,22.20750093460083,56.706674337387085,64.65027356147766,79.72604870796204,"unknown",86.37920355796814,92.13561844825745,98.75573754310608,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",104.25071024894714,"unknown","unknown",111.06934881210327,"",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab",-654057.0446050167,"unknown",-654050.0801689625,-654043.4840602875,0.0,6.50267481803894,11.48623275756836,18.178148984909058,31.915099382400513,38.42840266227722,84.82929706573486,90.75828313827515,"unknown",97.21218347549438,102.5989727973938,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",109.29788374900818,"unknown","unknown",115.25363326072693,"",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
