"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15","2_1","2_2","4_1","7_1"
"99ee852",-4510.078206777573,"unknown",-4504.412177324295,-4498.851350784302,0.0,7.356647491455078,16.555027961730957,22.810457468032837,31.500579357147217,38.15332341194153,41.23286175727844,"unknown",47.53668451309204,53.648192405700684,55.6655752658844,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.37157964706421,"unknown","unknown",68.42877078056335,"","","",""
"ad2fc5b",-635.0858333110809,"unknown",-628.1086370944977,-622.2044978141785,0.0,5.358055830001831,7.218641519546509,13.519590616226196,20.374844312667847,27.220542430877686,40.46846532821655,46.538657426834106,"unknown",53.77864599227905,55.66130208969116,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.93854308128357,"unknown","unknown",68.72328329086304,"","","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-36.68981885910034,"unknown",-29.85533595085144,-24.1948025226593,0.0,5.798258304595947,25.240909814834595,31.85087299346924,45.30232858657837,52.165478467941284,62.78555750846863,"unknown",69.86436533927917,75.41516995429993,77.71645426750183,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",83.07640027999878,"unknown","unknown",89.01480841636658,"","","",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-2796.389221429825,"unknown",-2789.873684167862,-2783.0052688121796,0.0,6.440232515335083,66.51269674301147,74.23797845840454,92.19500422477722,97.90318465232849,101.52624940872192,108.06001615524292,"unknown",114.65013360977173,147.12292742729187,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",152.90761590003967,"unknown","unknown",159.14401078224182,"","","",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-8786.193303108215,"unknown",-8779.744856834412,-8772.547429800034,0.0,6.213845252990723,12.4118070602417,17.9000506401062,32.437870502471924,38.91702628135681,52.13792037963867,"unknown",58.070289850234985,63.8559296131134,73.48274731636047,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",80.40012335777283,"unknown","unknown",87.05073571205139,"","","",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-25628.883196115494,"unknown",-25623.630318164825,-25616.50341272354,0.0,6.655436277389526,9.33469271659851,16.090723276138306,27.573901176452637,34.60785889625549,39.684264183044434,45.91904878616333,"unknown",53.057342529296875,54.32497978210449,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.899230003356934,"unknown","unknown",65.89601874351501,"","","",""
"2ee7f92",-2193.39515542984,"unknown",-2187.5473079681396,-2180.382903575897,0.0,5.645905494689941,8.470523595809937,15.530241250991821,47.037736892700195,52.90805196762085,231.38653373718262,237.7007884979248,"unknown",243.2094008922577,249.148099899292,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",254.7875394821167,"unknown","unknown",261.83588767051697,"","","",""
"89d63ed",-135331.8782172203,"unknown",-135324.8179371357,-135317.83794140816,0.0,6.6938865184783936,30.825445652008057,38.13539528846741,44.722392082214355,51.35617399215698,55.3118953704834,"unknown",60.99820947647095,66.66272306442261,79.261967420578,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.0139741897583,"unknown","unknown",90.30001759529114,"","","",""
"c0a644e",-20.129557609558105,"unknown",-13.96191930770874,-8.560026407241821,0.0,6.695078134536743,9.676449537277222,15.57737684249878,20.099163055419922,26.867079973220825,32.6111741065979,"unknown",39.777636766433716,46.82235026359558,49.211567640304565,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",54.80079126358032,"unknown","unknown",61.576616287231445,"","","",""
"80f558b",-118737.24556517601,"unknown",-118731.10303425789,-118725.59864425659,0.0,7.273995637893677,39.079272508621216,45.36694025993347,56.47575306892395,62.1605703830719,65.71084833145142,"unknown",72.47934317588806,78.59948945045471,81.1672294139862,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",86.8035876750946,"unknown","unknown",92.65152716636658,"","","",""
"87e4f18",-10685.298126220703,"unknown",-10679.00372505188,-10671.936654090881,0.0,5.799805164337158,8.593700885772705,15.474530935287476,24.509177923202515,30.03234052658081,38.59893584251404,44.80970096588135,"unknown",50.91407513618469,53.67148447036743,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.49399995803833,"unknown","unknown",65.90387344360352,"","","",""
"0186834",-224573.3326113224,"unknown",-224566.40312480927,-224560.73342442513,0.0,13.02631664276123,15.190526008605957,27.07870578765869,41.88646841049194,48.8997597694397,62.4557728767395,"unknown",68.52416729927063,75.00572752952576,77.51877069473267,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.79906415939331,"unknown","unknown",91.82014203071594,"","","",""
"0355f6d",-105087.69977378845,"unknown",-105080.94590830803,-105075.43832349777,0.0,5.918536186218262,13.56902027130127,19.91240668296814,32.59917759895325,39.052308082580566,57.99790906906128,"unknown",63.62516498565674,69.85236763954163,72.11523008346558,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",78.65179252624512,"unknown","unknown",85.53244185447693,"","","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-21.980821132659912,"unknown",-15.71989631652832,-9.440640211105347,0.0,5.677820682525635,29.47581171989441,36.39806842803955,52.78123617172241,59.45842933654785,63.213287353515625,"unknown",70.39854216575623,77.55659055709839,78.98406934738159,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",86.09001350402832,"unknown","unknown",92.94306516647339,"","","",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-3278.323627948761,"unknown",-3273.065726041794,-3267.729695558548,0.0,5.591604471206665,58.457844495773315,64.76440477371216,81.06741762161255,87.6028184890747,91.65320014953613,"unknown",98.8106141090393,104.14265704154968,107.89816498756409,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",113.34997057914734,"unknown","unknown",119.13754391670227,"","","",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-15434.187689304352,"unknown",-15427.971813201904,-15422.516273975372,0.0,7.0308263301849365,11.466091871261597,18.160765647888184,24.98331117630005,31.388880729675293,48.44918346405029,54.7162230014801,"unknown",60.99292731285095,67.06555771827698,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.41517400741577,"unknown","unknown",78.87909770011902,"","","",""
"d33371d",-1536.554264307022,"unknown",-1529.2854146957397,-1523.0880453586578,0.0,6.27810525894165,40.77154874801636,47.54758095741272,72.77653336524963,78.64088892936707,106.82131147384644,114.07185769081116,"unknown",120.58992743492126,128.92458152770996,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",135.90226650238037,"unknown","unknown",142.42263841629028,"","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-24020.504314661026,"unknown",-24014.069583415985,-24008.152163267136,0.0,6.286153078079224,8.414713144302368,15.660038948059082,25.05341339111328,30.73808526992798,32.995877265930176,"unknown",38.564531564712524,44.7820725440979,46.30523633956909,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",52.18882870674133,"unknown","unknown",57.81442308425903,"","","",""
"7636563",-13399.650254011154,"unknown",-13393.204420804977,-13387.510112762451,0.0,7.408884286880493,9.366731643676758,15.159077882766724,20.787838459014893,27.361026763916016,71.1490707397461,76.72510242462158,"unknown",82.22123527526855,84.19456791877747,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.34537053108215,"unknown","unknown",97.69310879707336,"","","",""
"5d2b358",-1951.1940462589264,"unknown",-1943.95978140831,-1937.464427947998,0.0,6.1286656856536865,22.895453453063965,28.461785078048706,2027007.6888546944,2027014.4880793095,2027020.7116837502,2027026.0834796429,"unknown",2027032.9670751095,2027061.2261929512,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",2027066.961071968,"unknown","unknown",2027072.9641952515,"","",2013373.729238987,""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-720.8099093437195,"unknown",-712.8947608470917,-706.6766991615295,0.0,5.3261168003082275,29.499236583709717,34.81915640830994,52.41907048225403,58.785215854644775,72.21441650390625,79.16426658630371,"unknown",85.60235929489136,102.23345303535461,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",108.83506274223328,"unknown","unknown",114.67415285110474,"","","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-8689.60322523117,"unknown",-8683.876148462296,-8676.962770938873,0.0,5.926521301269531,8.820575475692749,15.293367385864258,64.4923095703125,70.07885384559631,73.6706793308258,80.08940982818604,"unknown",86.56320428848267,88.91813969612122,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",94.60699033737183,"unknown","unknown",101.20173454284668,"","","",""
"c9285e4",-7131.679691553116,"unknown",-7125.031214952469,-7118.667098760605,0.0,6.28860068321228,36.005513429641724,42.59491014480591,4879.652845621109,4885.606810808182,4906.343973636627,"unknown",4911.901503801346,4917.85998749733,3346174.1810212135,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",3346179.572893381,"unknown","unknown",3346185.170246601,"","","",3345082.403338909
"bd4b2f4",-5298.305415153503,"unknown",-5292.321949481964,-5286.472116947174,0.0,6.2938642501831055,10.051033973693848,15.431512594223022,30.075318098068237,37.33531212806702,48.549599409103394,"unknown",55.39931082725525,61.507261514663696,63.659234046936035,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.59909510612488,"unknown","unknown",75.66345381736755,"","","",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-5094.525957107544,"unknown",-5087.712005376816,-5082.326073169708,0.0,6.8686394691467285,16.627914428710938,23.951712131500244,37.6829137802124,44.63626217842102,57.11021947860718,"unknown",64.16177201271057,69.55355882644653,71.65458989143372,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",78.22132921218872,"unknown","unknown",85.02467060089111,"","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-260.36577439308167,"unknown",-254.73366475105286,-248.03573870658875,0.0,6.343724012374878,16.630101442337036,22.187122106552124,26.683313608169556,32.97626066207886,39.331948041915894,45.284663915634155,"unknown",51.82743453979492,58.54188776016235,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",64.14797878265381,"unknown","unknown",70.75461983680725,"","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c",-54643.7289288044,"unknown",-54636.72339320183,-54630.6118888855,0.0,5.504674434661865,8.710066318511963,14.938682556152344,19.232179403305054,25.580291986465454,28.901413440704346,"unknown",35.675885915756226,41.637943506240845,43.95436954498291,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",50.00100564956665,"unknown","unknown",57.12059760093689,"","","",""
"79b129c",-3288.992776632309,"unknown",-3281.980670452118,-3275.669003725052,0.0,5.705542325973511,7.996470212936401,13.980753898620605,33.782554388046265,39.218143939971924,157.68696117401123,163.56800961494446,"unknown",169.0258526802063,170.94068431854248,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",177.76434803009033,"unknown","unknown",184.53246808052063,"","","",""
"d85b5c4",-49096.82194662094,"unknown",-49090.43366742134,-49084.760382175446,0.0,5.94735050201416,10.581607103347778,16.14716601371765,25.024747610092163,32.11532020568848,36.559136629104614,42.14096689224243,"unknown",48.54699492454529,50.71734309196472,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.54222655296326,"unknown","unknown",64.55022096633911,"","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-717509.6927506924,"unknown",-717503.9775018692,-717496.7864573002,0.0,5.434379816055298,7.794999837875366,13.011422395706177,22.5842387676239,28.6209237575531,40.4527051448822,"unknown",46.32310104370117,51.558860063552856,53.02150082588196,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",58.323408126831055,"unknown","unknown",65.20273661613464,-616450.7458527088,"","",""
"f9b9236",-3398.1750650405884,"unknown",-3387.5356640815735,-3376.2147703170776,0.0,7.173636198043823,9.603224277496338,17.241082429885864,19.977139711380005,27.412495613098145,65.65535593032837,"unknown",71.5466091632843,79.75030708312988,82.25181674957275,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.1038978099823,"unknown","unknown",100.45875382423401,"","","",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-24.757160425186157,"unknown",-19.08429265022278,-12.397066831588745,0.0,6.544317007064819,12.957189321517944,19.663264274597168,31.433523178100586,38.27950358390808,47.78376913070679,"unknown",54.010939836502075,60.51605677604675,62.24323868751526,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.14295506477356,"unknown","unknown",76.130300283432,"","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-5393.561996459961,"unknown",-5387.688305854797,-5380.535940647125,0.0,7.01165246963501,52.22292923927307,58.40769815444946,788.0472717285156,793.7317669391632,801.0570900440216,806.695939540863,"unknown",813.1414506435394,815.6994752883911,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",821.916154384613,"unknown","unknown",828.4909641742706,"","","",""
"af72486",-61282.62575626373,"unknown",-61276.93855166435,-61271.46457672119,0.0,6.4984917640686035,16.422425270080566,23.430723667144775,40.887776374816895,47.98102068901062,55.54843330383301,61.63511610031128,"unknown",67.69397711753845,69.20311260223389,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",75.62439155578613,"unknown","unknown",81.99831223487854,"","","",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68",-411048.8429033756,"unknown",-411041.695728302,-411035.2092754841,0.0,6.958053827285767,16.84946060180664,23.940240621566772,40.76333236694336,47.405043601989746,51.5539071559906,"unknown",57.43084502220154,62.840243101119995,66.62170100212097,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",73.4165825843811,"unknown","unknown",79.35124182701111,"","","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-3521.2618913650513,"unknown",-3515.4789085388184,-3508.413384914398,0.0,7.110376834869385,8.768981218338013,15.16244626045227,51.70441198348999,57.6402804851532,61.57435321807861,"unknown",66.8198025226593,73.15547513961792,79.32553148269653,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",86.22878384590149,"unknown","unknown",91.68378639221191,"","","",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-92551.16470813751,"unknown",-92543.93942499161,-92537.39873600006,0.0,6.50230073928833,14.159132242202759,20.573203325271606,35.683732986450195,42.01400589942932,45.515950202941895,50.80850625038147,"unknown",57.45467495918274,60.250075340270996,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.36440348625183,"unknown","unknown",71.78221869468689,"","","",""
"8c74aa5",-2391.0968334674835,"unknown",-2385.8138744831085,-2379.1771745681763,0.0,6.038693904876709,11.92844843864441,18.136295080184937,29.892646551132202,36.309545278549194,49.89622163772583,"unknown",55.31220054626465,61.1110565662384,63.06920409202576,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.51739573478699,"unknown","unknown",74.83425951004028,"","","",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c7a7d85",-1098.5505831241608,"unknown",-1091.633670091629,-1085.8488388061523,0.0,5.863768100738525,7.8787901401519775,14.27030062675476,38.742486238479614,44.62675857543945,49.42023515701294,55.89827251434326,"unknown",62.617838621139526,65.47375416755676,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.24191784858704,"unknown","unknown",78.84301590919495,"","","",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-5633.546363115311,"unknown",-5627.216516256332,-5620.948734760284,0.0,5.6383843421936035,8.490377187728882,15.612849473953247,26.903759479522705,33.018256425857544,41.99278140068054,49.271140336990356,"unknown",56.16880536079407,58.86240267753601,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.84849429130554,"unknown","unknown",72.3154616355896,"","","",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-150867.0872592926,"unknown",-150860.28828835487,-150854.93017458916,0.0,6.7976295948028564,42.71756148338318,49.934850454330444,70.08327507972717,75.41094470024109,89.16126108169556,"unknown",96.29110646247864,103.09440326690674,105.23070812225342,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",111.49448347091675,"unknown","unknown",118.604971408844,"","","",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-742.6513974666595,"unknown",-737.138269662857,-730.7184329032898,0.0,5.48129677772522,36.85987401008606,42.19423294067383,99.38125109672546,105.69680953025818,298600.6717386246,298606.0186417103,"unknown",298612.1518499851,298613.9185500145,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",298620.25029325485,"unknown","unknown",298627.3105492592,"","","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-240354.80742812157,"unknown",-240349.07059073448,-240343.27681684494,0.0,5.876737594604492,7.2045793533325195,13.974188089370728,15.155675172805786,21.91018557548523,26.664178133010864,"unknown",33.3466010093689,39.04894161224365,43.0604681968689,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",48.46719932556152,"unknown","unknown",54.02351355552673,"","","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-2061.620003223419,"unknown",-2054.7120172977448,-2048.822090625763,0.0,5.432177305221558,12.178074359893799,19.095829963684082,32.26445651054382,38.3577299118042,44.08960485458374,49.64341378211975,"unknown",56.56278896331787,59.962178230285645,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.20720052719116,"unknown","unknown",71.91115927696228,"","","",""
"53deb5c",-190878.41384744644,"unknown",-190871.4311413765,-190865.17557024956,0.0,5.350592851638794,11.690154790878296,17.20502805709839,34.15055823326111,40.39735126495361,43.764161586761475,"unknown",50.948392152786255,56.65060496330261,58.90441370010376,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.66713547706604,"unknown","unknown",71.08060956001282,"","","",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-1387.7894051074982,"unknown",-1381.6783261299133,-1374.8041787147522,0.0,6.237421274185181,57.108845233917236,63.45830178260803,65.3572850227356,71.09460520744324,76.23284530639648,81.90770959854126,"unknown",88.92947888374329,90.63735032081604,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",97.21835017204285,"unknown","unknown",103.47677731513977,"","","",""
"4c228f6",-1131.7908670902252,"unknown",-1124.6466615200043,-1118.295111656189,0.0,5.494422912597656,17.977160453796387,24.579400062561035,39.39054012298584,45.016578674316406,101.00610113143921,106.68634343147278,"unknown",113.54393005371094,117.3913025856018,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",124.51352262496948,"unknown","unknown",131.0059380531311,"","","",""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2",-1253.2946977615356,"unknown",-1246.46351313591,-1240.1569213867188,0.0,6.781000852584839,8.146114110946655,14.359022617340088,18.92418622970581,24.325225353240967,45.4178466796875,"unknown",51.742576599121094,57.383605003356934,59.262757301330566,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.7236397266388,"unknown","unknown",71.27164959907532,"","","",""
"41f2447",-89062.97950553894,"unknown",-89055.96863985062,-89049.13287043571,0.0,6.770533084869385,53.0288827419281,59.735440731048584,68.71873307228088,74.82882046699524,77.62438774108887,84.208016872406,"unknown",89.65764451026917,92.07226300239563,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",97.49763679504395,"unknown","unknown",104.01493096351624,"","","",""
"5bf619a",-281703.05647182465,"unknown",-281697.4601035118,-281692.17389917374,0.0,5.4073240756988525,11.178531646728516,17.50768542289734,33.85281562805176,40.07858610153198,53.9854793548584,"unknown",61.11433458328247,66.841628074646,69.39073061943054,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",75.76441097259521,"unknown","unknown",82.25108313560486,"","","",""
"a123713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
